Sisa Makanan,Kayu/Ranting,Kertas/Karton,Plastik,Logam,Kain,Karet/Kulit,Kaca,Lainnya,postal_code,Provinsi,Kabupaten/Kota,Kelurahan,Kecamatan,Fasilitas_ID,P,Nama Fasilitas,Jenis,Status,Sampahmasuk (ton/thn),Sampahterkelola (ton/thn),Bahan baku Pakan Ternak,Bahan baku Kompos,Bahan baku Daur Ulang,Bahan baku Up-cycle,Bahan baku Sumber Energi
0,1,1,1,1,1,1,1,1,55582,D.I. Yogyakarta,SLEMAN,SUMBERHARJO,PRAMBANAN,488,1,Bank Sampah Unit Ngudi Resik Kenaran,BSU,A,0.0,0.0,0.0,0.0,2994.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55582,D.I. Yogyakarta,SLEMAN,SUMBERHARJO,PRAMBANAN,488,1,Bank Sampah Unit Ngudi Resik Kenaran,BSU,A,0.0,0.0,0.0,0.0,2994.0,0.0,0.0
0,0,0,0,0,0,0,0,0,55582,D.I. Yogyakarta,SLEMAN,PURWOMARTANI,KALASAN,501,1,Bank Sampah Unit Asri,BSU,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,55582,D.I. Yogyakarta,SLEMAN,PURWOMARTANI,KALASAN,501,1,Bank Sampah Unit Asri,BSU,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,55582,D.I. Yogyakarta,SLEMAN,KALITIRTO,BERBAH,500,1,TPST Rumah Inovasi Daur Ulang Pusat Inovasi Agroteknologi Universitas Gadjah Mada (Rindu PIAT UGM),TPST (diluar TPA),A,505.53,505.53,0.0,505.53,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,55582,D.I. Yogyakarta,SLEMAN,KALITIRTO,BERBAH,500,1,TPST Rumah Inovasi Daur Ulang Pusat Inovasi Agroteknologi Universitas Gadjah Mada (Rindu PIAT UGM),TPST (diluar TPA),A,505.53,505.53,0.0,505.53,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,55582,D.I. Yogyakarta,SLEMAN,PURWOMARTANI,KALASAN,501,1,Bank Sampah Unit Asri,BSU,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,55582,D.I. Yogyakarta,SLEMAN,PURWOMARTANI,KALASAN,501,1,Bank Sampah Unit Asri,BSU,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55582,D.I. Yogyakarta,SLEMAN,SUMBERHARJO,PRAMBANAN,488,1,Bank Sampah Unit Ngudi Resik Kenaran,BSU,A,0.0,0.0,0.0,0.0,2994.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55582,D.I. Yogyakarta,SLEMAN,SUMBERHARJO,PRAMBANAN,488,1,Bank Sampah Unit Ngudi Resik Kenaran,BSU,A,0.0,0.0,0.0,0.0,2994.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PANDEYAN,UMBULHARJO,27,2,Tego Mulyo,Pengepul,A,11.32,11.32,0.0,0.0,11.32,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,TRIMULYO,JETIS,28,2,Minah,Pengepul,A,20.08,20.08,0.0,0.0,20.08,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KEPARAKAN,MERGANGSAN,29,2,Sapari,Pengepul,A,14.24,14.24,0.0,0.0,14.24,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,NGESTIHARJO,KASIHAN,30,2,Arif Rosok,Pengepul,A,148.19,148.19,0.0,0.0,148.19,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,SEGOROYOSO,PLERET,31,2,UD Margo Roso,Pengepul,A,164.62,164.62,0.0,0.0,164.62,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PRAWIRODIRJAN,GONDOMANAN,32,2,Nurani Lestari,Pengepul,A,10.59,10.59,0.0,0.0,10.59,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,BACIRO,GONDOKUSUMAN,33,2,Sri Lestari,Pengepul,A,35.04,35.04,0.0,0.0,35.04,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PANDEYAN,UMBULHARJO,34,2,Dion Alif Saputra,Pengepul,A,23.73,23.73,0.0,0.0,23.73,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KARANGTENGAH,IMOGIRI,35,2,Juminem,Pengepul,A,2.19,2.19,0.0,0.0,2.19,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,BANGUNHARJO,SEWON,36,2,Saman Rosok,Pengepul,A,21.9,21.9,0.0,0.0,21.9,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,NOTOPRAJAN,NGAMPILAN,37,2,Andi Zulkarnain,Pengepul,A,53.29,53.29,0.0,0.0,53.29,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PURBAYAN,KOTAGEDE,38,2,Syaiful,Pengepul,A,24.09,24.09,0.0,0.0,24.09,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,REJOWINANGUN,BANGUNTAPAN,39,2,UD Fathekah _Rofi,Pengepul,A,1693.97,1693.97,0.0,0.0,1693.97,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PATANGPULUHAN,WIROBRAJAN,40,2,Nardi Rosok,Pengepul,A,15.33,15.33,0.0,0.0,15.33,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PANEMBAHAN,KRATON,41,2,Sidomakmur,Pengepul,A,23.36,23.36,0.0,0.0,23.36,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,TEGALREJO,TEGALREJO,42,2,Budi Hendri,Pengepul,A,94.54,94.54,0.0,0.0,94.54,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,BUMIJO,BUMIJO,43,2,Weny,Pengepul,A,4.75,4.75,0.0,0.0,4.75,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,WARUNGBOTO,UMBULHARJO,44,2,Rubiyanti,Pengepul,A,16.79,16.79,0.0,0.0,16.79,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KARANG MOJAYAN,KLATEN TENGAH,502,2,Ali Patmono,Pengepul,A,21.17,21.17,0.0,0.0,21.17,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,TEGALREJO,TEGALREJO,45,2,Surati,Pengepul,A,492.39,492.39,0.0,0.0,492.39,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,WARUNGBOTO,UMBULHARJO,46,2,Jum'an,Pengepul,A,16.79,16.79,0.0,0.0,16.79,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,SIDOLUHUR,GODEAN,47,2,UD Bahtera Lingga Perdana,Pengepul,A,0.37,0.37,0.0,0.0,0.37,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,GIRIREJO,IMOGIRI,48,2,Mujirah,Pengepul,A,28.47,28.47,0.0,0.0,28.47,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KADIPATEN,KRATON,49,2,Babang Suwarto,Pengepul,A,41.61,41.61,0.0,0.0,41.61,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,TEGALPANGGUNG,DANUREJAN,503,2,UD Tentrem,Pengepul,A,580.35,580.35,0.0,0.0,580.35,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,BUMIJO,JETIS,50,2,Pak Sigit Plastik,Pengepul,A,4.75,4.75,0.0,0.0,4.75,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KARANGTENGAH,IMOGIRI,51,2,Sugiyem,Pengepul,A,40.52,40.52,0.0,0.0,40.52,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,SURYODININGRATAN,MANTRIJERON,52,2,Fatonah,Pengepul,A,7.3,7.3,0.0,0.0,7.3,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,BRONTOKUSUMAN,MERGANGSAN,53,2,Titik,Pengepul,A,66.8,66.8,0.0,0.0,66.8,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KARANGWARU,TEGALREJO,54,2,Muhammad Saleh Widodo/Slamet,Pengepul,A,50.37,50.37,0.0,0.0,50.37,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,TAHUNAN,UMBULHARJO,55,2,Arisdyanto,Pengepul,A,2.56,2.56,0.0,0.0,2.56,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,SOROSUTAN,UMBULHARJO,56,2,UD Mega Jaya,Pengepul,A,78.48,78.48,0.0,0.0,78.48,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KARANGTENGAH,IMOGIRI,57,2,Nurhadi Prayitno/ Senen,Pengepul,A,3486.85,3486.85,0.0,0.0,3486.85,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,COKRODININGRATAN,JETIS,58,2,Sudaryanto,Pengepul,A,10.95,10.95,0.0,0.0,10.95,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,GIWANGAN,UMBULHARJO,59,2,Faisah Khadiran,Pengepul,A,188.71,188.71,0.0,0.0,188.71,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,WIROGUNAN,MERGANGSAN,60,2,Mahmud,Pengepul,A,471.58,471.58,0.0,0.0,471.58,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KARANGTENGAH,IMOGIRI,61,2,Samijem,Pengepul,A,14.24,14.24,0.0,0.0,14.24,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KRICAK,TEGALREJO,62,2,Ari Rosok,Pengepul,A,4.75,4.75,0.0,0.0,4.75,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,BENER,TEGALREJO,63,2,Taryono,Pengepul,A,70.81,70.81,0.0,0.0,70.81,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,TAHUNAN,UMBULHARJO,64,2,UD Karya Mandiri,Pengepul,A,2745.17,2745.17,0.0,0.0,2745.17,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,SOROSUTAN,UMBULHARJO,65,2,Ngadinah,Pengepul,A,16.79,16.79,0.0,0.0,16.79,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,CANDEN,JETIS,66,2,Sidomulyo,Pengepul,A,8.4,8.4,0.0,0.0,8.4,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,BATURETNO,BANGUNTAPAN,67,2,Diman,Pengepul,A,79.57,79.57,0.0,0.0,79.57,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,TEGAL PANGGUNG,DANUREJAN,68,2,Yudianto/Supasto,Pengepul,A,12.78,12.78,0.0,0.0,12.78,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KARANGTENGAH,IMOGIRI,69,2,Sakiyem,Pengepul,A,1.83,1.83,0.0,0.0,1.83,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,SOROSUTAN,UMBULHARJO,70,2,Amal Mulia/UD Aneka Jaya,Pengepul,A,1.83,1.83,0.0,0.0,1.83,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,SINDUADI,MELATI,71,2,Sutikno,Pengepul,A,117.9,117.9,0.0,0.0,117.9,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,GIWANGAN,UMBULHARJO,72,2,Jumali,Pengepul,A,2.56,2.56,0.0,0.0,2.56,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,BATURETNO,BANGUNTAPAN,73,2,UD Fathekah,Pengepul,A,19.35,19.35,0.0,0.0,19.35,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,AMBARKETAWANG,GAMPING,74,2,Muntois,Pengepul,A,4.02,4.02,0.0,0.0,4.02,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KARANGTENGAH,IMOGIRI,75,2,Sarmilah,Pengepul,A,16.79,16.79,0.0,0.0,16.79,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KLITREN,GONDOKUSUMAN,76,2,Berkah,Pengepul,A,18.62,18.62,0.0,0.0,18.62,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KARANGTENGAH,IMOGIRI,77,2,Wakijem,Pengepul,A,17.16,17.16,0.0,0.0,17.16,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PRENGGAN,KOTAGEDE,78,2,Rosok 243,Pengepul,A,11.68,11.68,0.0,0.0,11.68,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,COKROKUSUMAN,JETIS,79,2,Agung Sutimin,Pengepul,A,131.04,131.04,0.0,0.0,131.04,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KARANGWARU,TEGALREJO,80,2,Suparman,Pengepul,A,13.51,13.51,0.0,0.0,13.51,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PANDEYAN,UMBULHARJO,81,2,Green Pertiwi,Pengepul,A,11.32,11.32,0.0,0.0,11.32,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,SIDOMOYO,GODEAN,82,2,Toro Rosok,Pengepul,A,16.06,16.06,0.0,0.0,16.06,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,TIMBULHARJO,SEWON,83,2,Muji THR,Pengepul,A,36.5,36.5,0.0,0.0,36.5,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,SOROSUTAN,UMBULHARJO,84,2,Asri,Pengepul,A,107.31,107.31,0.0,0.0,107.31,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,TIRTONIRMOLO,KASIHAN,85,2,UD Rongsok Pak Ronie,Pengepul,A,62.42,62.42,0.0,0.0,62.42,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,SURYODININGRATAN,MANTRIJERON,86,2,Obamama,Pengepul,A,11.68,11.68,0.0,0.0,11.68,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PATANGPULUHAN,WIROBRAJAN,87,2,Sugeng,Pengepul,A,38.33,38.33,0.0,0.0,38.33,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,TERBAN,GONDOKUSUMAN,88,2,Farhan,Pengepul,A,4.75,4.75,0.0,0.0,4.75,0.0,0.0
1,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,SURYATMAJAN,DANUREJAN,179,2,Bank Sampah Unit Resik Migunani,BSU,A,0.0,0.0,0.0,5.0,336.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PURBAYAN,KOTAGEDE,180,2,Bank Sampah Unit Gedongan Berseri,BSU,A,0.0,0.0,0.0,0.0,582.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,GIWANGAN,UMBULHARJO,181,2,Bank Sampah Unit Giwang Bersih 7,BSU,A,0.0,0.0,0.0,0.0,1080.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KOTABARU,GONDOKUSUMAN,182,2,Bank Sampah Unit Sido Mulyo,BSU,A,0.0,0.0,0.0,0.0,1274.4,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PANDEYAN,UMBULHARJO,183,2,Bank Sampah Unit Asri 02 PANDEYAN,BSU,A,0.0,0.0,0.0,0.0,510.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,BUMIJO,JETIS,184,2,Bank Sampah Unit Lestari 03 Bumijo,BSU,A,0.0,0.0,0.0,0.0,2221.68,0.0,0.0
1,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,SEMAKI,UMBULHARJO,185,2,Bank Sampah Unit Ngupoyo Arto,BSU,A,0.0,0.0,132.0,0.0,360.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KADIPATEN,KRATON,186,2,Bank Sampah Unit My Darling 11,BSU,A,0.0,0.0,0.0,0.0,1488.8,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,GUNUNGKETUR,PAKUALAMAN,490,2,Bank Sampah Unit Bawono,BSU,A,0.0,0.0,0.0,0.0,937.2,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,GUNUNGKETUR,PAKUALAMAN,491,2,Bank Sampah Unit Kidpag,BSU,A,0.0,0.0,0.0,0.0,1135.71,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PATANGPULUHAN,WIROBRAJAN,187,2,Bank Sampah Unit Sindu Rukun,BSU,A,0.0,0.0,0.0,0.0,2425.8,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,SURYATMAJAN,DANUREJAN,188,2,Bank Sampah Unit Surya Mulia,BSU,A,0.0,0.0,0.0,0.0,2599.9,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PURBAYAN,KOTAGEDE,189,2,Bank Sampah Unit Kembang Basen,BSU,A,0.0,0.0,0.0,0.0,636.0,0.0,0.0
1,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,GIWANGAN,UMBULHARJO,190,2,Bank Sampah Unit Giwang Bersih 1,BSU,A,0.0,0.0,18.0,78.0,791.4,0.0,0.0
1,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KOTABARU,GONDOKUSUMAN,191,2,Bank Sampah Unit Piranti,BSU,A,0.0,0.0,31.71,0.0,588.86,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,TERBAN,GONDOKUSUMAN,192,2,Bank Sampah Unit Wolu Manunggal,BSU,A,0.0,0.0,0.0,0.0,416.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,BUMIJO,JETIS,193,2,Bank Sampah Unit Berseri 34 Bumijo,BSU,A,0.0,0.0,0.0,0.0,4397.34,0.0,0.0
1,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,SEMAKI,UMBULHARJO,194,2,Bank Sampah Unit Ayu,BSU,A,0.0,0.0,22.5,33.0,1533.3,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PRAWIRODIRJAN,GONDOMANAN,195,2,Bank Sampah Unit Nurani Lestari,BSU,A,0.0,0.0,0.0,0.0,470.8,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,GUNUNGKETUR,PAKUALAMAN,492,2,Bank Sampah Unit Giri Cemara,BSU,A,0.0,0.0,0.0,0.0,72.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PATANGPULUHAN,WIROBRAJAN,196,2,Bank Sampah Unit Pilah Sampah,BSU,A,0.0,0.0,0.0,0.0,681.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,SURYATMAJAN,DANUREJAN,169,2,Bank Sampah Unit Mekar Jaya,BSU,A,0.0,0.0,0.0,0.0,96.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PURBAYAN,KOTAGEDE,197,2,Bank Sampah Unit Barokah 16 Purbayan,BSU,A,0.0,0.0,0.0,0.0,2004.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,GIWANGAN,UMBULHARJO,198,2,Bank Sampah Unit Giwang Bersih 9,BSU,A,0.0,0.0,0.0,0.0,1492.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KOTABARU,GONDOKUSUMAN,199,2,Bank Sampah Unit Code Mandiri,BSU,A,0.0,0.0,0.0,0.0,156.0,0.0,0.0
1,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,MUJA MUJU,UMBULHARJO,200,2,Bank Sampah Unit Melati Indah,BSU,A,0.0,0.0,20.25,0.0,1848.45,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,BUMIJO,JETIS,201,2,Bank Sampah Unit Guyup Warga,BSU,A,0.0,0.0,0.0,0.0,564.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,SEMAKI,UMBULHARJO,202,2,Bank Sampah Unit Mandala Asri,BSU,A,0.0,0.0,0.0,0.0,378.6,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PRAWIRODIRJAN,GONDOMANAN,203,2,Bank Sampah Unit Kusuma Pertiwi,BSU,A,0.0,0.0,0.0,0.0,1576.8,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,NGUPASAN,GONDOMANAN,204,2,Bank Sampah Unit Mitra Insani,BSU,A,0.0,0.0,0.0,0.0,3168.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,GUNUNGKETUR,PAKUALAMAN,493,2,Bank Sampah Unit Kaparesik Nawa,BSU,A,0.0,0.0,0.0,0.0,3130.73,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,GEDONGKIWO,MANTRIJERON,205,2,Bank Sampah Unit Promas,BSU,A,0.0,0.0,0.0,0.0,10904.18,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,TEGALPANGGUNG,DANUREJAN,504,2,Bank Sampah Unit Mekar Maju,BSU,A,0.0,0.0,0.0,0.0,156.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PATANGPULUHAN,WIROBRAJAN,206,2,Bank Sampah Unit Kuncup Mekar 02 Patangpuluhan,BSU,A,0.0,0.0,0.0,0.0,450.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,REJOWINANGUN,KOTAGEDE,207,2,Bank Sampah Unit Sejahtera Mandiri,BSU,A,0.0,0.0,0.0,0.0,442.5,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KLITREN,GONDOKUSUMAN,208,2,Bank Sampah Unit Anugerah 04,BSU,A,0.0,0.0,0.0,0.0,1839.41,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PANDEYAN,UMBULHARJO,209,2,Bank Sampah Unit Warga Mulya,BSU,A,0.0,0.0,0.0,0.0,385.2,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,BUMIJO,JETIS,210,2,Bank Sampah Unit Jati Sumbering Rejeki,BSU,A,0.0,0.0,0.0,0.0,1152.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,SEMAKI,UMBULHARJO,211,2,Bank Sampah Unit Guyub Rukun 04 Semaki,BSU,A,0.0,0.0,0.0,0.0,1623.6,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,NGUPASAN,GONDOMANAN,212,2,Bank Sampah Unit Migunani 04 Ngupasan,BSU,A,0.0,0.0,0.0,0.0,3186.0,0.0,0.0
1,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PAKUNCEN,WIROBRAJAN,213,2,Bank Sampah Unit Migunani 03 Pakuncen,BSU,A,0.0,0.0,0.0,240.0,5928.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,GEDONGKIWO,MANTRIJERON,214,2,Bank Sampah Unit Renez'15,BSU,A,0.0,0.0,0.0,0.0,4086.72,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,TEGALPANGGUNG,DANUREJAN,505,2,Bank Sampah Unit Tunas Bhakti,BSU,A,0.0,0.0,0.0,0.0,84.0,0.0,0.0
1,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PRENGGAN,KOTAGEDE,215,2,Bank Sampah Unit Arum Sari,BSU,A,0.0,0.0,0.0,600.0,1800.0,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,REJOWINANGUN,KOTAGEDE,216,2,Bank Sampah Unit Restu Ibu,BSU,A,0.0,0.0,0.0,0.0,0.0,445.71,0.0
1,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,KLITREN,GONDOKUSUMAN,217,2,Bank Sampah Unit Anugerah 05,BSU,A,0.0,0.0,0.0,8.4,1805.04,0.0,0.0
0,1,1,1,1,1,1,1,1,55112,D.I. Yogyakarta,YOGYAKARTA,PANDEYAN,UMBULHARJO,218,2,Bank Sampah Unit Menur,BSU,A,0.0,0.0,0.0,0.0,931.2,0.0,0.0
